timestamp,cpu_p,user_p,system_p,cpu0.p_cpu,cpu0.p_user,cpu0.p_system,cpu1.p_cpu,cpu1.p_user,cpu1.p_system,cpu2.p_cpu,cpu2.p_user,cpu2.p_system,cpu3.p_cpu,cpu3.p_user,cpu3.p_system,cpu4.p_cpu,cpu4.p_user,cpu4.p_system,cpu5.p_cpu,cpu5.p_user,cpu5.p_system,cpu6.p_cpu,cpu6.p_user,cpu6.p_system,cpu7.p_cpu,cpu7.p_user,cpu7.p_system,cpu8.p_cpu,cpu8.p_user,cpu8.p_system,cpu9.p_cpu,cpu9.p_user,cpu9.p_system,cpu10.p_cpu,cpu10.p_user,cpu10.p_system,cpu11.p_cpu,cpu11.p_user,cpu11.p_system,cpu12.p_cpu,cpu12.p_user,cpu12.p_system,cpu13.p_cpu,cpu13.p_user,cpu13.p_system,cpu14.p_cpu,cpu14.p_user,cpu14.p_system,cpu15.p_cpu,cpu15.p_user,cpu15.p_system,cpu16.p_cpu,cpu16.p_user,cpu16.p_system,cpu17.p_cpu,cpu17.p_user,cpu17.p_system,cpu18.p_cpu,cpu18.p_user,cpu18.p_system,cpu19.p_cpu,cpu19.p_user,cpu19.p_system,cpu20.p_cpu,cpu20.p_user,cpu20.p_system,cpu21.p_cpu,cpu21.p_user,cpu21.p_system,cpu22.p_cpu,cpu22.p_user,cpu22.p_system,cpu23.p_cpu,cpu23.p_user,cpu23.p_system,cpu24.p_cpu,cpu24.p_user,cpu24.p_system,cpu25.p_cpu,cpu25.p_user,cpu25.p_system,cpu26.p_cpu,cpu26.p_user,cpu26.p_system,cpu27.p_cpu,cpu27.p_user,cpu27.p_system,cpu28.p_cpu,cpu28.p_user,cpu28.p_system,cpu29.p_cpu,cpu29.p_user,cpu29.p_system,cpu30.p_cpu,cpu30.p_user,cpu30.p_system,cpu31.p_cpu,cpu31.p_user,cpu31.p_system,cpu32.p_cpu,cpu32.p_user,cpu32.p_system,cpu33.p_cpu,cpu33.p_user,cpu33.p_system,cpu34.p_cpu,cpu34.p_user,cpu34.p_system,cpu35.p_cpu,cpu35.p_user,cpu35.p_system,cpu36.p_cpu,cpu36.p_user,cpu36.p_system,cpu37.p_cpu,cpu37.p_user,cpu37.p_system,cpu38.p_cpu,cpu38.p_user,cpu38.p_system,cpu39.p_cpu,cpu39.p_user,cpu39.p_system,Mem.total,Mem.used,Mem.free,Swap.total,Swap.used,Swap.free,read_size,write_size
1759660800,0.05,0.03,0.02,0.2,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,263734952,116675479,147059473,8388604,271170,8117434,409757,3677334
1759660805,0.239,0.156,0.084,0.9,0.5,0.4,0.6,0.4,0.2,0.8,0.5,0.3,0.5,0.4,0.2,0.5,0.3,0.2,0.7,0.4,0.3,0.4,0.3,0.1,0.7,0.5,0.3,0.5,0.3,0.1,0.7,0.5,0.2,0.6,0.3,0.2,0.4,0.3,0.1,0.7,0.5,0.2,0.8,0.6,0.2,0.3,0.2,0.1,0.5,0.3,0.2,0.9,0.6,0.3,0.8,0.6,0.2,0.7,0.4,0.3,0.6,0.4,0.2,0.9,0.6,0.3,0.3,0.2,0.1,0.4,0.3,0.1,0.7,0.4,0.3,0.6,0.5,0.2,0.7,0.6,0.2,0.7,0.3,0.3,0.3,0.2,0.1,0.7,0.5,0.2,0.3,0.2,0.1,0.3,0.2,0.1,0.9,0.6,0.3,0.5,0.2,0.2,0.8,0.5,0.3,0.7,0.6,0.2,0.6,0.4,0.3,0.6,0.5,0.2,0.4,0.3,0.1,0.8,0.6,0.2,0.3,0.2,0.1,263734952,114891982,148842970,8388604,180088,8208516,164929,5991644
